,Unnamed: 0,id_tarifa,consumo_kWh,%consumo_valle,%consumo_llano,%consumo_punta,%consumo_8h,%consumo_16h,compania,tarifa,tp_punta_euros/kwh/dia,tp_valle_euros/kwh/dia,peaje_tran_dist_pot_punta,peaje_tran_dist_pot_valle,peaje_ener_valle_tdc,peaje_ener_llano_tdc,peaje_ener_punta_tdc,termino_consumo_euros/kwh/hora,tc_valle_euros/kwh/hora,tc_llano_euros/kwh/hora,tc_punta_euros/kwh/hora,tc_8h_euros/kwh/hora,tc_16h_euros/kwh/hora,mercado,tipo,otros,alquiler_equipo_euros/dia,impuesto_actual,bono_social_euro/dia,margen_euros/kWh/dia,consumo_unico,consumo_valle,consumo_llano,consumo_punta,consumo_8h,consumo_16h,consumo_euros_unico,consumo_euros_valle,consumo_euros_llano,consumo_euros_punta,consumo_euros_8h,consumo_euros_16h,precio_final
188,188,9,202,37,41,22,32,68,Naturgy,Por Uso,0.1037,0.034,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1149,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,202,66.66,66.66,66.66,101.0,101.0,202,0.0,0.0,0.0,0.0,0.0,202.0
189,189,9,297,20,41,39,12,88,Naturgy,Por Uso,0.1037,0.034,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1149,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,297,98.01,98.01,98.01,148.5,148.5,297,0.0,0.0,0.0,0.0,0.0,297.0
190,190,9,299,12,63,25,17,83,Naturgy,Por Uso,0.1037,0.034,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1149,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,299,98.67,98.67,98.67,149.5,149.5,299,0.0,0.0,0.0,0.0,0.0,299.0
191,191,9,254,16,8,76,40,60,Naturgy,Por Uso,0.1037,0.034,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1149,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,254,83.82000000000001,83.82000000000001,83.82000000000001,127.0,127.0,254,0.0,0.0,0.0,0.0,0.0,254.0
192,192,9,236,40,0,60,57,43,Naturgy,Por Uso,0.1037,0.034,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1149,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,236,77.88000000000001,77.88000000000001,77.88000000000001,118.0,118.0,236,0.0,0.0,0.0,0.0,0.0,236.0
193,193,9,161,1,59,40,55,45,Naturgy,Por Uso,0.1037,0.034,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1149,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,161,53.13,53.13,53.13,80.5,80.5,161,0.0,0.0,0.0,0.0,0.0,161.0
194,194,9,264,47,28,25,23,77,Naturgy,Por Uso,0.1037,0.034,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1149,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,264,87.12,87.12,87.12,132.0,132.0,264,0.0,0.0,0.0,0.0,0.0,264.0
195,195,9,150,20,27,53,72,28,Naturgy,Por Uso,0.1037,0.034,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1149,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,150,49.5,49.5,49.5,75.0,75.0,150,0.0,0.0,0.0,0.0,0.0,150.0
196,196,9,271,7,58,35,30,70,Naturgy,Por Uso,0.1037,0.034,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1149,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,271,89.43,89.43,89.43,135.5,135.5,271,0.0,0.0,0.0,0.0,0.0,271.0
197,197,9,251,16,59,25,54,46,Naturgy,Por Uso,0.1037,0.034,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1149,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,251,82.83,82.83,82.83,125.5,125.5,251,0.0,0.0,0.0,0.0,0.0,251.0
198,198,9,158,68,31,1,9,91,Naturgy,Por Uso,0.1037,0.034,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1149,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,158,52.14,52.14,52.14,79.0,79.0,158,0.0,0.0,0.0,0.0,0.0,158.0
199,199,9,217,7,76,17,59,41,Naturgy,Por Uso,0.1037,0.034,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1149,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,217,71.61,71.61,71.61,108.5,108.5,217,0.0,0.0,0.0,0.0,0.0,217.0
200,200,10,259,42,0,58,1,99,Cepsa (Podo),Flexi Uno,0.08,0.004,0.0081915,0.000527,0.002752,0.027963,0.076974,0.172,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,259,85.47,85.47,85.47,129.5,129.5,259,0.0,0.0,0.0,0.0,0.0,259.0
201,201,10,195,50,23,27,14,86,Cepsa (Podo),Flexi Uno,0.08,0.004,0.0081915,0.000527,0.002752,0.027963,0.076974,0.172,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,195,64.35000000000001,64.35000000000001,64.35000000000001,97.5,97.5,195,0.0,0.0,0.0,0.0,0.0,195.0
202,202,10,279,16,4,80,2,98,Cepsa (Podo),Flexi Uno,0.08,0.004,0.0081915,0.000527,0.002752,0.027963,0.076974,0.172,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,279,92.07000000000001,92.07000000000001,92.07000000000001,139.5,139.5,279,0.0,0.0,0.0,0.0,0.0,279.0
203,203,10,212,19,20,61,42,58,Cepsa (Podo),Flexi Uno,0.08,0.004,0.0081915,0.000527,0.002752,0.027963,0.076974,0.172,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,212,69.96000000000001,69.96000000000001,69.96000000000001,106.0,106.0,212,0.0,0.0,0.0,0.0,0.0,212.0
204,204,10,161,57,30,13,30,70,Cepsa (Podo),Flexi Uno,0.08,0.004,0.0081915,0.000527,0.002752,0.027963,0.076974,0.172,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,161,53.13,53.13,53.13,80.5,80.5,161,0.0,0.0,0.0,0.0,0.0,161.0
205,205,10,285,51,14,35,69,31,Cepsa (Podo),Flexi Uno,0.08,0.004,0.0081915,0.000527,0.002752,0.027963,0.076974,0.172,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,285,94.05000000000001,94.05000000000001,94.05000000000001,142.5,142.5,285,0.0,0.0,0.0,0.0,0.0,285.0
206,206,10,151,82,6,12,66,34,Cepsa (Podo),Flexi Uno,0.08,0.004,0.0081915,0.000527,0.002752,0.027963,0.076974,0.172,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,151,49.830000000000005,49.830000000000005,49.830000000000005,75.5,75.5,151,0.0,0.0,0.0,0.0,0.0,151.0
207,207,10,111,27,50,23,55,45,Cepsa (Podo),Flexi Uno,0.08,0.004,0.0081915,0.000527,0.002752,0.027963,0.076974,0.172,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,111,36.63,36.63,36.63,55.5,55.5,111,0.0,0.0,0.0,0.0,0.0,111.0
208,208,10,138,57,4,39,62,38,Cepsa (Podo),Flexi Uno,0.08,0.004,0.0081915,0.000527,0.002752,0.027963,0.076974,0.172,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,138,45.54,45.54,45.54,69.0,69.0,138,0.0,0.0,0.0,0.0,0.0,138.0
209,209,10,229,4,93,3,74,26,Cepsa (Podo),Flexi Uno,0.08,0.004,0.0081915,0.000527,0.002752,0.027963,0.076974,0.172,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,229,75.57000000000001,75.57000000000001,75.57000000000001,114.5,114.5,229,0.0,0.0,0.0,0.0,0.0,229.0
210,210,10,230,63,9,28,14,86,Cepsa (Podo),Flexi Uno,0.08,0.004,0.0081915,0.000527,0.002752,0.027963,0.076974,0.172,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,230,75.9,75.9,75.9,115.0,115.0,230,0.0,0.0,0.0,0.0,0.0,230.0
211,211,10,212,24,72,4,91,9,Cepsa (Podo),Flexi Uno,0.08,0.004,0.0081915,0.000527,0.002752,0.027963,0.076974,0.172,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,212,69.96000000000001,69.96000000000001,69.96000000000001,106.0,106.0,212,0.0,0.0,0.0,0.0,0.0,212.0
212,212,10,200,48,35,17,9,91,Cepsa (Podo),Flexi Uno,0.08,0.004,0.0081915,0.000527,0.002752,0.027963,0.076974,0.172,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,200,66.0,66.0,66.0,100.0,100.0,200,0.0,0.0,0.0,0.0,0.0,200.0
213,213,10,212,61,9,30,37,63,Cepsa (Podo),Flexi Uno,0.08,0.004,0.0081915,0.000527,0.002752,0.027963,0.076974,0.172,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,212,69.96000000000001,69.96000000000001,69.96000000000001,106.0,106.0,212,0.0,0.0,0.0,0.0,0.0,212.0
214,214,10,283,20,35,45,46,54,Cepsa (Podo),Flexi Uno,0.08,0.004,0.0081915,0.000527,0.002752,0.027963,0.076974,0.172,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,283,93.39,93.39,93.39,141.5,141.5,283,0.0,0.0,0.0,0.0,0.0,283.0
215,215,10,180,1,12,87,56,44,Cepsa (Podo),Flexi Uno,0.08,0.004,0.0081915,0.000527,0.002752,0.027963,0.076974,0.172,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,180,59.400000000000006,59.400000000000006,59.400000000000006,90.0,90.0,180,0.0,0.0,0.0,0.0,0.0,180.0
216,216,10,286,52,31,17,49,51,Cepsa (Podo),Flexi Uno,0.08,0.004,0.0081915,0.000527,0.002752,0.027963,0.076974,0.172,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,286,94.38000000000001,94.38000000000001,94.38000000000001,143.0,143.0,286,0.0,0.0,0.0,0.0,0.0,286.0
217,217,10,212,31,31,38,70,30,Cepsa (Podo),Flexi Uno,0.08,0.004,0.0081915,0.000527,0.002752,0.027963,0.076974,0.172,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,212,69.96000000000001,69.96000000000001,69.96000000000001,106.0,106.0,212,0.0,0.0,0.0,0.0,0.0,212.0
218,218,10,101,9,14,77,14,86,Cepsa (Podo),Flexi Uno,0.08,0.004,0.0081915,0.000527,0.002752,0.027963,0.076974,0.172,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,101,33.33,33.33,33.33,50.5,50.5,101,0.0,0.0,0.0,0.0,0.0,101.0
219,219,10,229,16,39,45,17,83,Cepsa (Podo),Flexi Uno,0.08,0.004,0.0081915,0.000527,0.002752,0.027963,0.076974,0.172,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,229,75.57000000000001,75.57000000000001,75.57000000000001,114.5,114.5,229,0.0,0.0,0.0,0.0,0.0,229.0
220,220,11,153,17,54,29,81,19,Endesa,OneLuz,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1125,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,153,50.49,50.49,50.49,76.5,76.5,153,0.0,0.0,0.0,0.0,0.0,153.0
221,221,11,186,72,24,4,87,13,Endesa,OneLuz,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1125,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,186,61.38,61.38,61.38,93.0,93.0,186,0.0,0.0,0.0,0.0,0.0,186.0
222,222,11,228,31,50,19,1,99,Endesa,OneLuz,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1125,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,228,75.24000000000001,75.24000000000001,75.24000000000001,114.0,114.0,228,0.0,0.0,0.0,0.0,0.0,228.0
223,223,11,246,45,20,35,83,17,Endesa,OneLuz,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1125,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,246,81.18,81.18,81.18,123.0,123.0,246,0.0,0.0,0.0,0.0,0.0,246.0
224,224,11,225,11,46,43,97,3,Endesa,OneLuz,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1125,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,225,74.25,74.25,74.25,112.5,112.5,225,0.0,0.0,0.0,0.0,0.0,225.0
225,225,11,229,17,20,63,42,58,Endesa,OneLuz,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1125,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,229,75.57000000000001,75.57000000000001,75.57000000000001,114.5,114.5,229,0.0,0.0,0.0,0.0,0.0,229.0
226,226,11,152,12,20,68,25,75,Endesa,OneLuz,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1125,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,152,50.160000000000004,50.160000000000004,50.160000000000004,76.0,76.0,152,0.0,0.0,0.0,0.0,0.0,152.0
227,227,11,271,7,45,48,70,30,Endesa,OneLuz,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1125,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,271,89.43,89.43,89.43,135.5,135.5,271,0.0,0.0,0.0,0.0,0.0,271.0
228,228,11,259,6,22,72,37,63,Endesa,OneLuz,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1125,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,259,85.47,85.47,85.47,129.5,129.5,259,0.0,0.0,0.0,0.0,0.0,259.0
229,229,11,297,12,81,7,93,7,Endesa,OneLuz,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1125,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,297,98.01,98.01,98.01,148.5,148.5,297,0.0,0.0,0.0,0.0,0.0,297.0
230,230,11,259,1,28,71,41,59,Endesa,OneLuz,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1125,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,259,85.47,85.47,85.47,129.5,129.5,259,0.0,0.0,0.0,0.0,0.0,259.0
231,231,11,167,51,26,23,4,96,Endesa,OneLuz,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1125,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,167,55.11,55.11,55.11,83.5,83.5,167,0.0,0.0,0.0,0.0,0.0,167.0
232,232,11,282,78,22,0,10,90,Endesa,OneLuz,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1125,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,282,93.06,93.06,93.06,141.0,141.0,282,0.0,0.0,0.0,0.0,0.0,282.0
233,233,11,283,76,21,3,64,36,Endesa,OneLuz,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1125,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,283,93.39,93.39,93.39,141.5,141.5,283,0.0,0.0,0.0,0.0,0.0,283.0
234,234,11,222,42,36,22,33,67,Endesa,OneLuz,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1125,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,222,73.26,73.26,73.26,111.0,111.0,222,0.0,0.0,0.0,0.0,0.0,222.0
235,235,11,244,55,2,43,0,100,Endesa,OneLuz,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1125,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,244,80.52000000000001,80.52000000000001,80.52000000000001,122.0,122.0,244,0.0,0.0,0.0,0.0,0.0,244.0
236,236,11,137,62,18,20,82,18,Endesa,OneLuz,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1125,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,137,45.21,45.21,45.21,68.5,68.5,137,0.0,0.0,0.0,0.0,0.0,137.0
237,237,11,123,22,28,50,1,99,Endesa,OneLuz,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1125,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,123,40.59,40.59,40.59,61.5,61.5,123,0.0,0.0,0.0,0.0,0.0,123.0
238,238,11,168,29,38,33,84,16,Endesa,OneLuz,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1125,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,168,55.440000000000005,55.440000000000005,55.440000000000005,84.0,84.0,168,0.0,0.0,0.0,0.0,0.0,168.0
239,239,11,215,7,57,36,19,81,Endesa,OneLuz,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.1125,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,215,70.95,70.95,70.95,107.5,107.5,215,0.0,0.0,0.0,0.0,0.0,215.0
240,240,12,197,15,71,14,60,40,Endesa,ConectaEndesa,0.0997032,0.0327914,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0957,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,197,65.01,65.01,65.01,98.5,98.5,197,0.0,0.0,0.0,0.0,0.0,197.0
241,241,12,297,0,4,96,86,14,Endesa,ConectaEndesa,0.0997032,0.0327914,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0957,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,297,98.01,98.01,98.01,148.5,148.5,297,0.0,0.0,0.0,0.0,0.0,297.0
242,242,12,238,2,64,34,20,80,Endesa,ConectaEndesa,0.0997032,0.0327914,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0957,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,238,78.54,78.54,78.54,119.0,119.0,238,0.0,0.0,0.0,0.0,0.0,238.0
243,243,12,243,9,20,71,87,13,Endesa,ConectaEndesa,0.0997032,0.0327914,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0957,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,243,80.19,80.19,80.19,121.5,121.5,243,0.0,0.0,0.0,0.0,0.0,243.0
244,244,12,196,26,65,9,67,33,Endesa,ConectaEndesa,0.0997032,0.0327914,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0957,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,196,64.68,64.68,64.68,98.0,98.0,196,0.0,0.0,0.0,0.0,0.0,196.0
245,245,12,223,40,12,48,11,89,Endesa,ConectaEndesa,0.0997032,0.0327914,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0957,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,223,73.59,73.59,73.59,111.5,111.5,223,0.0,0.0,0.0,0.0,0.0,223.0
246,246,12,286,8,35,57,21,79,Endesa,ConectaEndesa,0.0997032,0.0327914,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0957,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,286,94.38000000000001,94.38000000000001,94.38000000000001,143.0,143.0,286,0.0,0.0,0.0,0.0,0.0,286.0
247,247,12,169,11,80,9,19,81,Endesa,ConectaEndesa,0.0997032,0.0327914,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0957,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,169,55.77,55.77,55.77,84.5,84.5,169,0.0,0.0,0.0,0.0,0.0,169.0
248,248,12,192,77,13,10,81,19,Endesa,ConectaEndesa,0.0997032,0.0327914,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0957,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,192,63.36,63.36,63.36,96.0,96.0,192,0.0,0.0,0.0,0.0,0.0,192.0
249,249,12,102,33,52,15,0,100,Endesa,ConectaEndesa,0.0997032,0.0327914,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0957,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,102,33.660000000000004,33.660000000000004,33.660000000000004,51.0,51.0,102,0.0,0.0,0.0,0.0,0.0,102.0
250,250,12,247,19,74,7,29,71,Endesa,ConectaEndesa,0.0997032,0.0327914,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0957,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,247,81.51,81.51,81.51,123.5,123.5,247,0.0,0.0,0.0,0.0,0.0,247.0
251,251,12,286,57,3,40,96,4,Endesa,ConectaEndesa,0.0997032,0.0327914,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0957,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,286,94.38000000000001,94.38000000000001,94.38000000000001,143.0,143.0,286,0.0,0.0,0.0,0.0,0.0,286.0
252,252,12,263,3,19,78,23,77,Endesa,ConectaEndesa,0.0997032,0.0327914,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0957,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,263,86.79,86.79,86.79,131.5,131.5,263,0.0,0.0,0.0,0.0,0.0,263.0
253,253,12,246,9,23,68,13,87,Endesa,ConectaEndesa,0.0997032,0.0327914,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0957,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,246,81.18,81.18,81.18,123.0,123.0,246,0.0,0.0,0.0,0.0,0.0,246.0
254,254,12,189,53,20,27,35,65,Endesa,ConectaEndesa,0.0997032,0.0327914,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0957,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,189,62.370000000000005,62.370000000000005,62.370000000000005,94.5,94.5,189,0.0,0.0,0.0,0.0,0.0,189.0
255,255,12,294,45,3,52,68,32,Endesa,ConectaEndesa,0.0997032,0.0327914,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0957,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,294,97.02000000000001,97.02000000000001,97.02000000000001,147.0,147.0,294,0.0,0.0,0.0,0.0,0.0,294.0
256,256,12,246,44,19,37,74,26,Endesa,ConectaEndesa,0.0997032,0.0327914,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0957,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,246,81.18,81.18,81.18,123.0,123.0,246,0.0,0.0,0.0,0.0,0.0,246.0
257,257,12,247,16,70,14,23,77,Endesa,ConectaEndesa,0.0997032,0.0327914,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0957,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,247,81.51,81.51,81.51,123.5,123.5,247,0.0,0.0,0.0,0.0,0.0,247.0
258,258,12,195,3,92,5,59,41,Endesa,ConectaEndesa,0.0997032,0.0327914,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0957,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,195,64.35000000000001,64.35000000000001,64.35000000000001,97.5,97.5,195,0.0,0.0,0.0,0.0,0.0,195.0
259,259,12,298,13,2,85,94,6,Endesa,ConectaEndesa,0.0997032,0.0327914,0.0081915,0.000527,0.002752,0.027963,0.076974,0.0957,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,298,98.34,98.34,98.34,149.0,149.0,298,0.0,0.0,0.0,0.0,0.0,298.0
260,260,13,151,54,3,43,54,46,Endesa,OneLuz12mess,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.10625,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,151,49.830000000000005,49.830000000000005,49.830000000000005,75.5,75.5,151,0.0,0.0,0.0,0.0,0.0,151.0
261,261,13,260,23,33,44,76,24,Endesa,OneLuz12mess,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.10625,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,260,85.8,85.8,85.8,130.0,130.0,260,0.0,0.0,0.0,0.0,0.0,260.0
262,262,13,267,18,30,52,79,21,Endesa,OneLuz12mess,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.10625,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,267,88.11,88.11,88.11,133.5,133.5,267,0.0,0.0,0.0,0.0,0.0,267.0
263,263,13,227,18,48,34,23,77,Endesa,OneLuz12mess,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.10625,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,227,74.91,74.91,74.91,113.5,113.5,227,0.0,0.0,0.0,0.0,0.0,227.0
264,264,13,138,21,23,56,76,24,Endesa,OneLuz12mess,0.1057847,0.0388729,0.0081915,0.000527,0.002752,0.027963,0.076974,0.10625,0.0,0.0,0.0,0.0,0.0,Libre,FIJO,0.0,0.026557,5.11,0.0,0.0,138,45.54,45.54,45.54,69.0,69.0,138,0.0,0.0,0.0,0.0,0.0,138.0
